Listening to port 4567
Connected!!!
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 0.002, Point acc = 0.2, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 7.76599, Point acc = 6.49512, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 7.89789, Point acc = 6.43398, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.02857, Point acc = 6.37342, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 7.63286, Point acc = 6.55682, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 7.76599, Point acc = 6.49512, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 7.89789, Point acc = 6.43398, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.02857, Point acc = 6.37342, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 7.76599, Point acc = 6.49512, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 7.89789, Point acc = 6.43398, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.02857, Point acc = 6.37342, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.15804, Point acc = 6.31341, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 7.89789, Point acc = 6.43398, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.02857, Point acc = 6.37342, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.15804, Point acc = 6.31341, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.28631, Point acc = 6.25396, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/BehaviorPlanner.h:142 == Current statea : 0, Avg speed7.51003, Time in state : 2, Current Lane : 1, Target Lane : 1
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.02857, Point acc = 6.37342, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.15804, Point acc = 6.31341, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.28631, Point acc = 6.25396, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.41339, Point acc = 6.19506, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.15804, Point acc = 6.31341, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.28631, Point acc = 6.25396, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.41339, Point acc = 6.19506, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.53929, Point acc = 6.13671, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.28631, Point acc = 6.25396, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.41339, Point acc = 6.19506, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.53929, Point acc = 6.13671, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.66403, Point acc = 6.0789, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.41339, Point acc = 6.19506, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.53929, Point acc = 6.13671, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.66403, Point acc = 6.0789, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.7876, Point acc = 6.02162, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 7.89789, Point acc = 6.43398, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.02857, Point acc = 6.37342, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.15804, Point acc = 6.31341, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.28631, Point acc = 6.25396, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.41339, Point acc = 6.19506, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.02857, Point acc = 6.37342, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.15804, Point acc = 6.31341, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.28631, Point acc = 6.25396, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.41339, Point acc = 6.19506, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.53929, Point acc = 6.13671, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.28631, Point acc = 6.25396, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.41339, Point acc = 6.19506, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.53929, Point acc = 6.13671, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.66403, Point acc = 6.0789, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.15804, Point acc = 6.31341, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.28631, Point acc = 6.25396, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.41339, Point acc = 6.19506, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.53929, Point acc = 6.13671, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.66403, Point acc = 6.0789, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.41339, Point acc = 6.19506, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.53929, Point acc = 6.13671, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.66403, Point acc = 6.0789, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.7876, Point acc = 6.02162, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.28631, Point acc = 6.25396, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.41339, Point acc = 6.19506, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.53929, Point acc = 6.13671, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.66403, Point acc = 6.0789, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.7876, Point acc = 6.02162, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/BehaviorPlanner.h:142 == Current statea : 0, Avg speed8.11812, Time in state : 3, Current Lane : 1, Target Lane : 1
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.53929, Point acc = 6.13671, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.66403, Point acc = 6.0789, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.7876, Point acc = 6.02162, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.91004, Point acc = 5.96488, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.66403, Point acc = 6.0789, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.7876, Point acc = 6.02162, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.91004, Point acc = 5.96488, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 9.03133, Point acc = 5.90866, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.7876, Point acc = 6.02162, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.91004, Point acc = 5.96488, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 9.03133, Point acc = 5.90866, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 9.15151, Point acc = 5.85296, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.41339, Point acc = 6.19506, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.53929, Point acc = 6.13671, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.66403, Point acc = 6.0789, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.7876, Point acc = 6.02162, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.91004, Point acc = 5.96488, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.53929, Point acc = 6.13671, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.66403, Point acc = 6.0789, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.7876, Point acc = 6.02162, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.91004, Point acc = 5.96488, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 9.03133, Point acc = 5.90866, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.7876, Point acc = 6.02162, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.91004, Point acc = 5.96488, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 9.03133, Point acc = 5.90866, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 9.15151, Point acc = 5.85296, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 8.91004, Point acc = 5.96488, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 9.03133, Point acc = 5.90866, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 9.15151, Point acc = 5.85296, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 9.27057, Point acc = 5.79778, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 9.15151, Point acc = 5.85296, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 9.27057, Point acc = 5.79778, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 9.38852, Point acc = 5.74311, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 9.50538, Point acc = 5.68894, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 9.62116, Point acc = 5.63528, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 9.73587, Point acc = 5.58212, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 9.38852, Point acc = 5.74311, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 9.50538, Point acc = 5.68894, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 9.62116, Point acc = 5.63528, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 9.73587, Point acc = 5.58212, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 9.84951, Point acc = 5.52945, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 9.50538, Point acc = 5.68894, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 9.62116, Point acc = 5.63528, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 9.73587, Point acc = 5.58212, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 9.84951, Point acc = 5.52945, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 9.9621, Point acc = 5.47727, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/BehaviorPlanner.h:142 == Current statea : 0, Avg speed8.86662, Time in state : 4, Current Lane : 1, Target Lane : 1
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 9.73587, Point acc = 5.58212, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 9.84951, Point acc = 5.52945, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 9.9621, Point acc = 5.47727, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 10.0736, Point acc = 5.42557, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 9.62116, Point acc = 5.63528, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 9.73587, Point acc = 5.58212, Ref Vel = 21.7778
